REACTION	ROLE	SUBSYSTEM	SOURCE	COMPLEX	MASTER
rxn01370	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	177	1
rxn10148	Lysine/cadaverine antiporter membrane protein CadB	NONE	CHRIS FILE	1637	1
rxn01258	Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	NONE	CHRIS FILE	191	1
rxn01258	Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	NONE	Hope|MATT FILE|CHRIS FILE	190	1
rxn01258	Isochorismate synthase (EC 5.4.4.2)	NONE	Hope|CHRIS FILE	2046	1
rxn01842	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) PaaF	NONE	CHRIS FILE	1847	1
rxn05229	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	NONE	CHRIS FILE	195	1
rxn05229	Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)	NONE	CHRIS FILE	195	1
rxn02302	Cystathionine gamma-synthase (EC 2.5.1.48)	NONE	Hope|MATT FILE	100071	1
rxn12637	Peptidase B (EC 3.4.11.23)	NONE	CHRIS FILE	1673	1
rxn12637	Membrane alanine aminopeptidase N (EC 3.4.11.2)	NONE	CHRIS FILE	1674	1
rxn12637	Isoaspartyl aminopeptidase (EC 3.4.19.5)	NONE	CHRIS FILE	1671	1
rxn12637	Methionine aminopeptidase (EC 3.4.11.18)	NONE	CHRIS FILE	1677	1
rxn12637	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	NONE	CHRIS FILE	1675	1
rxn12637	Asp-X dipeptidase	NONE	CHRIS FILE	1672	1
rxn12637	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	NONE	CHRIS FILE	1678	1
rxn12637	Cytosol aminopeptidase PepA (EC 3.4.11.1)	NONE	CHRIS FILE	1676	1
rxn05646	L-rhamnose-proton symporter	NONE	CHRIS FILE	2035	1
rxn00321	Lysine 2,3-aminomutase (EC 5.4.3.2)	NONE	Hope|MATT FILE|CHRIS FILE	197	1
rxn09104	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	NONE	CHRIS FILE	1683	1
rxn09104	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	NONE	CHRIS FILE	1961	1
rxn08934	Oligo-1,6-glucosidase (EC 3.2.1.10)	NONE	CHRIS FILE	200	1
rxn07586	Cobalamin biosynthesis protein CbiG	NONE	Hope|MATT FILE	100072	1
rxn01618	NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase)	NONE	Hope|MATT FILE	100073	1
rxn00768	Glycerol dehydratase medium subunit (EC 4.2.1.30)	NONE	Hope|MATT FILE	100074	1
rxn00768	Glycerol dehydratase small subunit (EC 4.2.1.30)	NONE	Hope|MATT FILE	100075	1
rxn00768	Glycerol dehydratase large subunit (EC 4.2.1.30)	NONE	Hope|MATT FILE	100076	1
rxn05415	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	CHRIS FILE	204	1
rxn01416	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	NONE	MATT FILE	100077	1
rxn01416	Thiosulfate sulfurtransferase glpE (EC 2.8.1.1)	NONE	Hope	100078	0
rxn10011	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	NONE	CHRIS FILE	1683	1
rxn08354	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)	NONE	CHRIS FILE	1683	1
rxn08354	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	NONE	CHRIS FILE	1683	1
rxn08354	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	NONE	CHRIS FILE	1683	1
rxn08807	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08807	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn05054	Adenosylcobinamide-phosphate synthase	NONE	Hope|MATT FILE	100079	1
rxn08297	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE|CHRIS FILE	221	1
rxn08297	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE|CHRIS FILE	1916	1
rxn00902	2-isopropylmalate synthase (EC 2.3.3.13)	NONE	Hope|MATT FILE|CHRIS FILE	222	1
rxn03852	N-acetylmannosaminyltransferase (EC 2.4.1.187)	NONE	CHRIS FILE	223	1
rxn00952	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	NONE	Hope|MATT FILE	100080	1
rxn08809	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08809	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn00503	Succinyl-CoA ligase [GDP-forming] alpha chain (EC 6.2.1.4)	NONE	Hope|MATT FILE	100081	1
rxn00503	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	NONE	Hope|MATT FILE|MATT FILE	100082	1
rxn00503	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	NONE	Hope|MATT FILE|MATT FILE	100083	1
rxn10266	Phosphatidylglycerophosphatase B (EC 3.1.3.27)	NONE	CHRIS FILE	1683	1
rxn10266	Phosphatidylglycerophosphatase A (EC 3.1.3.27)	NONE	CHRIS FILE	1966	1
rxn03962	GDP-L-fucose synthetase (EC 1.1.1.271)	NONE	Hope|MATT FILE	100084	1
rxn03909	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn03909	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn03909	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn03909	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn03909	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	226	1
rxn09264	Spermidine N1-acetyltransferase (EC 2.3.1.57)	NONE	CHRIS FILE	1683	1
rxn05187	Vitamin B12 ABC transporter, ATPase component BtuD	NONE	CHRIS FILE	228	1
rxn05187	Vitamin B12 ABC transporter, permease component BtuC	NONE	CHRIS FILE	228	1
rxn05187	Vitamin B12 ABC transporter, B12-binding component BtuF	NONE	CHRIS FILE	228	1
rxn04745	Salicylate hydroxylase (EC 1.14.13.1)	NONE	CHRIS FILE	229	1
rxn05328	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	230	1
rxn05225	Glucose/mannose:H+ symporter GlcP	NONE	CHRIS FILE	231	1
rxn01205	2-(acetamidomethylene)succinate hydrolase (EC 3.5.1.29)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100085	1
rxn10230	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	NONE	CHRIS FILE	236	1
rxn02853	Aldehyde dehydrogenase (EC 1.2.1.3)	NONE	CHRIS FILE	237	1
rxn00999	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	NONE	Hope|MATT FILE	100086	1
rxn02056	Sirohydrochlorin ferrochelatase (EC 4.99.1.4)	NONE	Hope|MATT FILE|CHRIS FILE	246	1
rxn05372	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	CHRIS FILE	252	1
rxn09134	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1945	1
rxn01723	Biliverdin reductase (EC 1.3.1.24)	NONE	Hope	100087	0
rxn00459	Enolase (EC 4.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	263	1
rxn00459	Enolase (EC 4.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	263	1
rxn00459	Enolase (EC 4.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	263	1
rxn00459	Enolase (EC 4.2.1.11)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	263	1
rxn00405	Arginine decarboxylase, catabolic (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE	100088	1
rxn00405	Arginine decarboxylase, catabolic (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE	100089	1
rxn00405	Lysine decarboxylase (EC 4.1.1.18)	NONE	CHRIS FILE	266	1
rxn00405	Arginine decarboxylase (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	265	1
rxn00405	Arginine decarboxylase (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	265	1
rxn00405	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE	100090	1
rxn00405	Biosynthetic arginine decarboxylase (EC 4.1.1.19)	NONE	Hope|MATT FILE|MATT FILE	100091	1
rxn10376	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1956	1
rxn10277	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	267	1
rxn00934	Malate--CoA ligase alpha chain (Malyl-CoA synthetase) (Malate thiokinase) (MTK-alpha)	NONE	Hope	100092	0
rxn00934	Malate--CoA ligase beta chain (Malyl-CoA synthetase) (Malate thiokinase) (MTK-beta)	NONE	Hope	100093	0
rxn02949	Enoyl-CoA hydratase (EC 4.2.1.17)	NONE	Hope|MATT FILE|CHRIS FILE	268	1
rxn02949	Enoyl-CoA hydratase [valine degradation] (EC 4.2.1.17)	NONE	Hope|MATT FILE	100094	1
rxn02171	Vinylacetyl-CoA Delta-isomerase (EC 5.3.3.3)	Gamma-aminobutyrate_(GABA)_shunt	Hope|MATT FILE	100095	1
rxn05031	Phytoene synthase (EC 2.5.1.32)	NONE	CHRIS FILE	272	1
rxn10225	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE	271	1
rxn10259	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	NONE	CHRIS FILE	270	1
rxn00018	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	NONE	Hope|MATT FILE	100096	1
rxn00018	Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39)	NONE	Hope|MATT FILE	100097	1
rxn00018	Ribulose bisphosphate carboxylase (EC 4.1.1.39)	NONE	Hope|MATT FILE	100098	1
rxn01011	Hydroxypyruvate reductase (EC 1.1.1.81)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE|MATT FILE|CHRIS FILE	275	1
rxn01011	Hydroxypyruvate reductase (EC 1.1.1.81)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	275	1
rxn01011	Hydroxypyruvate reductase, putative (EC 1.1.1.81)	The_Tartronate_Semialdehyde_Hub	Hope|MATT FILE	100099	1
rxn01011	Hydroxypyruvate reductase, putative (EC 1.1.1.81)	NONE	Hope|MATT FILE	100100	1
rxn00929	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	NONE	Hope|MATT FILE|CHRIS FILE	285	1
rxn00929	Pyrroline-5-carboxylate reductase (EC 1.5.1.2), ProG-like	NONE	CHRIS FILE	284	1
rxn05316	Nucleoside permease NupC	NONE	CHRIS FILE	2033	1
rxn05316	Nucleoside permease NupG	NONE	CHRIS FILE	2034	1
rxn00312	Lysine 2-monooxygenase (EC 1.13.12.2)	NONE	Hope|MATT FILE	100101	1
rxn08311	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE|CHRIS FILE	290	1
rxn08311	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	NONE	CHRIS FILE|CHRIS FILE	1890	1
rxn10288	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	2022	1
rxn01813	Trimetaphosphatase (EC 3.6.1.2)	NONE	Hope|MATT FILE	100102	1
rxn06434	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	NONE	Hope	100103	0
rxn05746	Oligo-1,6-glucosidase (EC 3.2.1.10)	NONE	CHRIS FILE	299	1
rxn01492	Tagatose-6-phosphate kinase (EC 2.7.1.144)	NONE	CHRIS FILE	306	1
rxn01492	1-phosphofructokinase (EC 2.7.1.56)	NONE	Hope|MATT FILE|CHRIS FILE	306	1
rxn01101	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	ZZ_gjo_scratch	Hope|MATT FILE	100104	1
rxn01101	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	NONE	Hope|MATT FILE	100105	1
rxn00551	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, alpha subunit (EC 2.7.1.90)	NONE	Hope|MATT FILE	100106	1
rxn00551	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase, beta subunit (EC 2.7.1.90)	NONE	Hope|MATT FILE	100107	1
rxn01753	Xylonate dehydratase (EC 4.2.1.82)	NONE	MATT FILE	100108	1
rxn01753	xylonate dehydratase (EC 4.2.1.82)	NONE	Hope	100109	0
rxn08844	Lysophospholipase L2 (EC 3.1.1.5)	NONE	CHRIS FILE	1851	1
rxn08844	Lysophospholipase (EC 3.1.1.5)	NONE	CHRIS FILE	1850	1
rxn10193	Poly(glycerol-phosphate) alpha-glucosyltransferase (EC 2.4.1.52)	NONE	CHRIS FILE	316	1
rxn00358	UDP-galactopyranose mutase (glf)	NONE	CHRIS FILE	2046	1
rxn00358	UDP-galactopyranose mutase (EC 5.4.99.9)	NONE	Hope|MATT FILE	100110	1
rxn00302	GTP cyclohydrolase I (EC 3.5.4.16) type 1	NONE	Hope|MATT FILE|MATT FILE	100111	1
rxn00302	GTP cyclohydrolase I (EC 3.5.4.16) type 1	NONE	Hope|MATT FILE|MATT FILE	100112	1
rxn00302	GTP cyclohydrolase I (EC 3.5.4.16) type 2	NONE	Hope|MATT FILE	100113	1
rxn00362	Pyrimidine-5'-nucleotide nucleosidase (EC 3.2.2.10)	NONE	Hope|MATT FILE	100114	1
rxn06432	Arginyl-tRNA synthetase (EC 6.1.1.19)	NONE	Hope	100115	0
rxn05621	Alkanesulfonates-binding protein	NONE	CHRIS FILE	317	1
rxn05621	Alkanesulfonates transport system permease protein	NONE	CHRIS FILE	317	1
rxn05621	Alkanesulfonates ABC transporter ATP-binding protein	NONE	CHRIS FILE	317	1
rxn05315	Cobalt-zinc-cadmium resistance protein CzcD	NONE	CHRIS FILE	318	1
rxn01277	2-ketoaldonate reductase, broad specificity (EC 1.1.1.215) (EC 1.1.1.-)	NONE	Hope|MATT FILE	100116	1
rxn05518	PTS system, cellobiose-specific IIB component (EC 2.7.1.69)	NONE	CHRIS FILE	321	1
rxn05518	PTS system, cellobiose-specific IIC component (EC 2.7.1.69)	NONE	CHRIS FILE	319	1
rxn05518	PTS system, cellobiose-specific IIA component (EC 2.7.1.69)	NONE	CHRIS FILE	319	1
rxn05145	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	NONE	CHRIS FILE	322	1
rxn05145	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	NONE	CHRIS FILE	322	1
rxn05145	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	NONE	CHRIS FILE	322	1
rxn05145	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	NONE	CHRIS FILE	322	1
rxn05341	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NONE	Hope|MATT FILE|CHRIS FILE	323	1
rxn02944	Succinylornithine transaminase (EC 2.6.1.81)	NONE	Hope|MATT FILE	100117	1
rxn02331	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	NONE	Hope|MATT FILE	100118	1
rxn11545	Cobalamin biosynthesis protein CobG	NONE	Hope|MATT FILE	100119	1
rxn05412	Enoyl-[acyl-carrier-protein] reductase [NADPH] (EC 1.3.1.10)	NONE	CHRIS FILE	328	1
rxn02988	Quinolinate synthetase (EC 4.1.99.-)	NONE	Hope|MATT FILE|CHRIS FILE	330	1
rxn07307	Phosphosulfolactate synthase (EC 4.4.1.19)	NONE	CHRIS FILE	331	1
rxn05460	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	332	1
rxn05460	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	CHRIS FILE	332	1
rxn05460	3-oxoacyl-[acyl-carrier-protein] synthase, KASI, alternative (EC 2.3.1.41)	NONE	CHRIS FILE	1989	1
rxn10281	diglucosyldiacylglycerol synthase (LTA membrane anchor synthesis)	NONE	CHRIS FILE	2022	1
rxn04139	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	NONE	Hope|MATT FILE	100120	1
rxn00290	Butyrate-acetoacetate CoA-transferase subunit B (EC 2.8.3.9)	NONE	CHRIS FILE	335	1
rxn00290	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A (EC 2.8.3.5)	NONE	Hope|MATT FILE	100121	1
rxn00290	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B (EC 2.8.3.5)	NONE	Hope|MATT FILE	100122	1
rxn00290	Butyrate-acetoacetate CoA-transferase subunit A (EC 2.8.3.9)	NONE	CHRIS FILE	335	1
rxn10199	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	NONE	CHRIS FILE	337	1
rxn09225	Lipopolysaccharide core biosynthesis protein rfaS	NONE	CHRIS FILE	2046	1
rxn03241	Enoyl-CoA hydratase (EC 4.2.1.17)	NONE	CHRIS FILE	341	1
rxn01706	Uridine kinase (EC 2.7.1.48) [C1]	NONE	CHRIS FILE	345	1
rxn09200	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE|CHRIS FILE	346	1
rxn09200	Phosphatidylserine decarboxylase (EC 4.1.1.65)	NONE	CHRIS FILE|CHRIS FILE	1909	1
rxn01573	Leucine dehydrogenase (EC 1.4.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	348	1
rxn02937	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	NONE	Hope|MATT FILE|CHRIS FILE	347	1
rxn00783	2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21)	NONE	Hope|MATT FILE	100123	1
rxn10241	Diacylglycerol kinase (EC 2.7.1.107)	NONE	CHRIS FILE	349	0
rxn01483	Glucosamine 6-phosphate N-acetyltransferase (EC 2.3.1.4)	UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis	Hope|MATT FILE	100124	1
rxn00640	Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22)	NONE	Hope|MATT FILE|MATT FILE	100125	1
rxn00640	Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22)	NONE	Hope|MATT FILE|MATT FILE	100126	1
rxn05507	Arsenical pump membrane protein	NONE	CHRIS FILE	3043	1
rxn05507	Arsenic efflux pump protein	NONE	CHRIS FILE	354	1
rxn10375	Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)	NONE	CHRIS FILE	1955	1
rxn00649	Cysteine synthase (EC 2.5.1.47)	NONE	Hope|MATT FILE|CHRIS FILE	357	1
rxn00649	Cysteine synthase B (EC 2.5.1.47)	NONE	CHRIS FILE	1683	1
rxn10806	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	NONE	CHRIS FILE	1645	1
rxn10806	Succinate dehydrogenase cytochrome b subunit	NONE	CHRIS FILE	1646	1
rxn10806	Succinate dehydrogenase cytochrome b558 subunit	NONE	CHRIS FILE	1647	1
rxn10806	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	NONE	CHRIS FILE	1662	1
rxn10806	Ubiquinol-cytochrome C reductase complex 6.3 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1648	1
rxn10806	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	NONE	CHRIS FILE	1663	1
rxn10806	Ubiquinol-cytochrome C reductase complex 8.5 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1649	1
rxn10806	Ubiquinol-cytochrome C reductase complex 14 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1650	1
rxn10806	Ubiquinol-cytochrome-c reductase complex core protein 2, mitochondrial precursor (EC 1.10.2.2)	NONE	CHRIS FILE	1651	1
rxn10806	Ubiquinol-cytochrome C reductase iron-sulfur subunit (EC 1.10.2.2)	NONE	CHRIS FILE	1652	1
rxn10806	Putative succinate dehydrogenase cytochrome b subunit	NONE	CHRIS FILE	1653	1
rxn10806	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	NONE	CHRIS FILE	1654	1
rxn10806	Ubiquinol-cytochrome C reductase complex 6.4 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1655	1
rxn10806	Ubiquinol-cytochrome C reductase complex 7.2 kDa protein (EC 1.10.2.2)	NONE	CHRIS FILE	1656	1
rxn10806	Succinate dehydrogenase cytochrome b-556 subunit	NONE	CHRIS FILE	1657	1
rxn10806	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)	NONE	CHRIS FILE	1664	1
rxn10806	Succinate dehydrogenase cytochrome b560 subunit	NONE	CHRIS FILE	1658	1
rxn10806	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	NONE	CHRIS FILE	1665	1
rxn10806	Ubiquinol-cytochrome C reductase complex 11 kDa protein, mitochondrial precursor (EC 1.10.2.2)	NONE	CHRIS FILE	1659	1
rxn10806	Ubiquinol-cytochrome C reductase complex core protein I, mitochondrial precursor (EC 1.10.2.2)	NONE	CHRIS FILE	1660	1
rxn10806	Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)	NONE	CHRIS FILE	1661	1
rxn01763	Ribulokinase (EC 2.7.1.16)	NONE	Hope|MATT FILE|CHRIS FILE	359	1
rxn05579	Choline-glycine betaine transporter	NONE	CHRIS FILE	3048	1
rxn05579	Glycine betaine transporter OpuD	NONE	CHRIS FILE	364	1
rxn12851	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	NONE	CHRIS FILE	3007	1
rxn12851	Dipeptide transport ATP-binding protein DppF (TC 3.A.1.5.2)	NONE	CHRIS FILE	3005	1
rxn12851	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3000	1
rxn12851	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	NONE	CHRIS FILE|CHRIS FILE	3004	1
rxn12851	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	NONE	CHRIS FILE	3003	1
rxn12851	Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	NONE	CHRIS FILE	3008	1
rxn12851	oligopeptide ABC transporter, ATP-binding protein (oppF)	NONE	CHRIS FILE	3011	1
rxn12851	Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1)	NONE	CHRIS FILE	3009	1
rxn12851	Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	NONE	CHRIS FILE	3010	1
rxn12851	Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	NONE	CHRIS FILE	3001	1
rxn12851	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	NONE	CHRIS FILE	3002	1
rxn12851	Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	NONE	CHRIS FILE	3006	1
rxn05153	Sulfate transport system permease protein CysT	NONE	CHRIS FILE	2033	1
rxn05153	Sulfate transporter, CysZ-type	NONE	CHRIS FILE	3011	1
rxn05153	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	NONE	CHRIS FILE	2033	1
rxn05153	Sulfate and thiosulfate binding protein CysP	NONE	CHRIS FILE	2033	1
rxn05153	Sulfate transport system permease protein CysW	NONE	CHRIS FILE	2033	1
rxn04656	Lysine biosynthesis protein LysX	NONE	Hope|MATT FILE	100127	1
rxn01446	Purine nucleoside phosphorylase II ( EC:2.4.2.1 )	NONE	CHRIS FILE	375	1
rxn01446	Purine nucleoside phosphorylase (EC 2.4.2.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	375	1
rxn01446	Purine nucleoside phosphorylase (EC 2.4.2.1)	NONE	Hope|MATT FILE|MATT FILE|CHRIS FILE	375	1
rxn01446	Xanthosine phosphorylase (EC 2.4.2.1)	NONE	CHRIS FILE	1683	1
rxn05346	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	NONE	CHRIS FILE	385	1
rxn05346	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	NONE	Hope|MATT FILE|CHRIS FILE	385	1
rxn05346	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	NONE	Hope|MATT FILE	100128	1
rxn01654	Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)	NONE	Hope|MATT FILE	100129	1
rxn09661	Glucitol/sorbitol-specific transport protein GutA	NONE	CHRIS FILE	2036	1
rxn01893	2-keto-4-pentenoate hydratase (EC 4.2.1.-)	NONE	Hope|MATT FILE	100130	1
rxn01893	2-keto-4-pentenoate hydratase (EC 4.2.1.-)	NONE	Hope|MATT FILE	100131	1
rxn10324	Poly(glycerophosphate chain) D-alanine transfer protein DltD	NONE	CHRIS FILE	2025	1
rxn02466	Homoaconitase small subunit (EC 4.2.1.36)	NONE	Hope|MATT FILE	100132	1
rxn02466	Homoaconitase large subunit (EC 4.2.1.36)	NONE	Hope|MATT FILE	100133	1
rxn02466	Homoaconitase (EC 4.2.1.36)	NONE	Hope|MATT FILE	100134	1
rxn00671	Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)	NONE	Hope|MATT FILE	100135	1
rxn00671	Methylmalonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.27)	NONE	CHRIS FILE	395	1
rxn00558	Glucose-6-phosphate isomerase, archaeal II (EC 5.3.1.9)	NONE	Hope|MATT FILE	100136	1
rxn00558	Glucose-6-phosphate isomerase (EC 5.3.1.9)	NONE	Hope|Hope|MATT FILE|CHRIS FILE	396	1
rxn00558	Glucose-6-phosphate isomerase (EC 5.3.1.9)	NONE	Hope|Hope|MATT FILE|CHRIS FILE	396	1
rxn00558	Glucose-6-phosphate isomerase (EC 5.3.1.9)	NONE	Hope|MATT FILE|CHRIS FILE	396	1
rxn01406	Spermidine synthase (EC 2.5.1.16)	NONE	Hope|MATT FILE|CHRIS FILE	397	1
rxn10340	Cardiolipin synthetase (EC 2.7.8.-)	NONE	CHRIS FILE	399	1
rxn00375	N-formylglutamate deformylase (EC 3.5.1.68)	NONE	Hope|MATT FILE	100137	1
rxn00375	N-formylglutamate deformylase (EC 3.5.1.68) [alternative form]	NONE	Hope|MATT FILE	100138	1
rxn00512	Glyoxylate reductase (EC 1.1.1.26)	NONE	Hope|MATT FILE|CHRIS FILE	404	1
rxn00512	Hydroxypyruvate reductase (EC 1.1.1.81)	NONE	CHRIS FILE	404	1
rxn00512	Glyoxylate reductase (EC 1.1.1.79)	NONE	CHRIS FILE	404	1
rxn05335	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	NONE	Hope|MATT FILE|CHRIS FILE	407	1
